genelistrounded,grRatio,CL,Gene,Cell Line
113235,1,DU-145,SLC46A1,DU-145
10768,1,DU-145,AHCYL1,DU-145
191,1,DU-145,AHCY,DU-145
140679,1,DU-145,SLC32A1,DU-145
2653,0.854368764,DU-145,GCSH,DU-145
2731,0.854368764,DU-145,GLDC,DU-145
275,0.854368764,DU-145,AMT,DU-145
55902,1,DU-145,ACSS2,DU-145
30833,1,DU-145,NT5C,DU-145
64850,1,DU-145,ETNPPL,DU-145
64902,1,DU-145,AGXT2,DU-145
266722,1,DU-145,HS6ST3,DU-145
90161,1,DU-145,HS6ST2,DU-145
9394,1,DU-145,HS6ST1,DU-145
1638,1,DU-145,DCT,DU-145
2821,0.975042881,DU-145,GPI,DU-145
112611,1,DU-145,RWDD2A,DU-145
97,1,DU-145,ACYP1,DU-145
98,1,DU-145,ACYP2,DU-145
27232,1,DU-145,GNMT,DU-145
1312,1,DU-145,COMT,DU-145
10396,1,DU-145,ATP8A1,DU-145
57194,1,DU-145,ATP10A,DU-145
5471,0,DU-145,PPAT,DU-145
1854,1,DU-145,DUT,DU-145
3340,1,DU-145,NDST1,DU-145
64579,1,DU-145,NDST4,DU-145
8509,1,DU-145,NDST2,DU-145
9348,1,DU-145,NDST3,DU-145
3795,1,DU-145,KHK,DU-145
124,1,DU-145,ADH1A,DU-145
125,1,DU-145,ADH1B,DU-145
126,1,DU-145,ADH1C,DU-145
127,1,DU-145,ADH4,DU-145
128,1,DU-145,ADH5,DU-145
130,1,DU-145,ADH6,DU-145
131,1,DU-145,ADH7,DU-145
137872,1,DU-145,ADHFE1,DU-145
284273,1,DU-145,ZADH2,DU-145
28,1,DU-145,ABO,DU-145
11182,1,DU-145,SLC2A6,DU-145
144195,1,DU-145,SLC2A14,DU-145
154091,1,DU-145,SLC2A12,DU-145
155184,1,DU-145,SLC2A7,DU-145
29988,1,DU-145,SLC2A8,DU-145
56606,1,DU-145,SLC2A9,DU-145
6517,1,DU-145,SLC2A4,DU-145
66035,1,DU-145,SLC2A11,DU-145
81031,1,DU-145,SLC2A10,DU-145
5264,1,DU-145,PHYH,DU-145
27034,1,DU-145,ACAD8,DU-145
113189,1,DU-145,CHST14,DU-145
166012,1,DU-145,CHST13,DU-145
50515,1,DU-145,CHST11,DU-145
55501,1,DU-145,CHST12,DU-145
10026,1,DU-145,PIGK,DU-145
128869,1,DU-145,PIGU,DU-145
51604,1,DU-145,PIGT,DU-145
8733,1,DU-145,GPAA1,DU-145
94005,1,DU-145,PIGS,DU-145
36,1,DU-145,ACADSB,DU-145
51146,1,DU-145,A4GNT,DU-145
3034,0.994213551,DU-145,HAL,DU-145
10229,1,DU-145,COQ7,DU-145
4668,1,DU-145,NAGA,DU-145
8942,0.994384692,DU-145,KYNU,DU-145
6799,1,DU-145,SULT1A2,DU-145
6817,1,DU-145,SULT1A1,DU-145
6818,1,DU-145,SULT1A3,DU-145
1644,1,DU-145,DDC,DU-145
3067,1,DU-145,HDC,DU-145
2618,1,DU-145,GART,DU-145
197258,1,DU-145,FCSK,DU-145
2235,1,DU-145,FECH,DU-145
23169,1,DU-145,SLC35D1,DU-145
4245,1,DU-145,MGAT1,DU-145
4842,1,DU-145,NOS1,DU-145
4843,1,DU-145,NOS2,DU-145
4844,1,DU-145,NOS2P2,DU-145
4845,1,DU-145,NOS2P1,DU-145
4846,1,DU-145,NOS3,DU-145
10993,1,DU-145,SDS,DU-145
1603,1,DU-145,DAD1,DU-145
1650,1,DU-145,DDOST,DU-145
6184,1,DU-145,RPN1,DU-145
6185,1,DU-145,RPN2,DU-145
80142,1,DU-145,PTGES2,DU-145
9536,1,DU-145,PTGES,DU-145
2271,0.958338141,DU-145,FH,DU-145
246213,1,DU-145,SLC17A8,DU-145
57030,1,DU-145,SLC17A7,DU-145
57084,1,DU-145,SLC17A6,DU-145
2583,1,DU-145,B4GALNT1,DU-145
51227,1,DU-145,PIGP,DU-145
5277,1,DU-145,PIGA,DU-145
5279,1,DU-145,PIGC,DU-145
5283,1,DU-145,PIGH,DU-145
8818,1,DU-145,DPM2,DU-145
9091,1,DU-145,PIGQ,DU-145
376497,1,DU-145,SLC27A1,DU-145
54187,1,DU-145,NANS,DU-145
7841,1,DU-145,MOGS,DU-145
246,1,DU-145,ALOX15,DU-145
247,1,DU-145,ALOX15B,DU-145
410,1,DU-145,ARSA,DU-145
6319,1,DU-145,SCD,DU-145
10998,1,DU-145,SLC27A5,DU-145
1152,1,DU-145,CKB,DU-145
1158,1,DU-145,CKM,DU-145
